A1BG,7.0176307005,6.913049766,7.028477276,6.9296613585,7.0183211985,6.934600519,6.8733225995,6.890495337,6.90158209
A1BG-AS1,6.425818343,6.694979514,6.58442008,6.71854007,6.94345401,6.244233828,6.448952478,6.768050264,6.507920197
A1CF,6.628206928,6.51759536166667,6.72230511766667,6.54869051766667,6.661175279,6.58760967966667,6.643867302,6.570796559,6.628864937
A2M,6.082820296,6.014216884,6.013516519,6.443734692,6.118474734,6.625698413,6.595358804,5.989923018,6.547090999
A2ML1,5.912038217,6.183564416,6.072332907,6.183761418,5.806741787,5.958638415,6.099515218,5.911209854,6.080249463
A3GALT2,6.757883466,6.960954645,6.919742569,6.842378766,6.7262554055,6.7895298405,7.0252426595,6.785359037,6.7192649825
A4GALT,9.749295421,9.512817486,9.806900869,6.906747594,7.392644291,7.25531734,6.683211001,7.818803841,6.677780241
A4GNT,6.378212076,6.581332266,6.887943277,6.782082469,6.86393801,6.779086389,6.943073739,6.715641334,6.707240967
AAAS,7.416188411,7.324654332,7.727117564,7.530845642,7.981912305,7.411713383,7.360218762,8.026288751,7.264800985
AACS,8.52377732,9.571875884,8.685923974,8.428818943,8.22483245,8.325185385,8.718414363,8.353004541,8.657850063
AADAC,8.323602374,7.672113719,8.280327183,7.006805986,6.90832848,6.789954321,6.808300069,6.937027049,6.958159361
AADACL2,7.082973534,6.667778122,6.855927453,6.669243723,6.685754675,6.803880085,6.843925206,6.72841165,6.910518944
AADACL3,7.005668559,7.04081845,7.037580764,6.816294869,6.797641527,6.681852428,6.78478481,6.859029302,6.778359518
AADACL4,6.157592802,6.177119453,6.18551621,5.942354734,5.996292333,5.966746598,6.329033129,6.01562833,5.95614614
AADACP1,7.360875162,6.984525215,7.279954154,6.6603078295,6.858480602,6.687242287,6.674034738,6.6823150915,6.8040040395
AADAT,7.059003966,6.952975513,7.0397967755,6.86004514,7.05288356475,6.66771203825,6.71121871475,7.018270174,6.782426806
AAED1,8.640051366,7.60486966,8.922895572,9.542327726,8.819318493,9.323391027,9.501141278,8.519704527,9.445822856
AAGAB,10.21447728,9.809549645,10.04527385,9.485751906,9.994463243,9.510299428,9.578944441,9.737846495,9.709550859
AAK1,7.1280332265,7.22618865375,7.27879256275,7.17286531375,7.41929424275,7.29767841425,7.18562211925,7.4802968495,7.15022086575
AAMDC,11.01178124,9.61888631,11.03725861,10.24516151,11.62438021,10.18766214,10.49101923,11.45484918,10.52024723
AAMP,9.364298842,9.852585884,9.29209014,9.774842283,9.533466891,9.770671535,9.607627344,9.444080963,9.47710354
AANAT,6.137414634,6.206506406,6.234306675,6.020691429,6.021661629,6.233609213,6.139267116,6.010550168,6.117080309
AAR2,9.822445798,10.58171461,9.967026939,9.919787194,10.29991285,10.0474544,9.92135444,10.31328454,9.858922758
AARD,6.715954806,6.482027579,6.574570116,6.688832808,6.608483728,6.491697642,6.680193851,6.449883544,6.679506069
AARS,12.93662248,12.78337305,12.86949122,13.4701375,12.62048153,13.65527066,13.33401234,12.75405078,13.07747404
AARS2,8.46080086,7.995529613,8.703019583,8.699919262,8.670440807,8.722125228,8.656657509,8.77613795,8.5345457
