'ACOT11,0.000488291183551929
'ADAM19,0.000367708697723337
'ADM,2.21539998512948E-09
'AK1,0.000131292722846954
'ALDH3B2,2.23447926828158E-10
'ALDH5A1,0.00169685392572738
'AMY1B,0.00425259757163477
'ANAPC10,0.00807773397866192
'ANKDD1A,0.000232376637881612
'ANKRD38,6.72284601151437E-09
'ANKRD50,0.00595187344322885
'API5,0.00770236111825658
'APOO,0.00017345495574661
'ARIH2,0.00512141335533567
'ARL2,8.3170452222614E-05
'ARMC10,0.00149597194615305
'ATF3,5.30610969221663E-06
'ATP11B,0.000732860354279552
'ATP6V1C2,0.00847425096288333
'AUTS2,6.306570271937E-07
'AVPI1,0.00140487693297864
'AZGP1,0.00509843947791598
'B3GNT6,0.00102908270681068
'B4GALT5,0.000429078098939659
'BAIAP2L2,0.000127478500253186
'BASP1,0.00148581647107676
'BCL11A,2.51738464223629E-05
'BGN,1.58313944177381E-08
'BRP44L,0.00792778121989235
'BTBD16,0.000890566539882248
'C17orf44,1.76394698024094E-05
'C1orf106,0.00244121221792687
'C1orf181,0.00327081805956099
'C1orf52,0.000545883143326321
'C1QTNF1,9.92160733307202E-08
'C3orf57,9.12839861006987E-05
'C3orf59,0.0025626111102396
'C5orf32,1.87947648808654E-05
'C7orf42,0.00420174462094315
'C9orf19,2.52907874723771E-06
'CADM1,0.000113136851920858
'CCDC25,0.00223918899754549
'CCDC3,7.87739779456939E-08
'CCL22,0.00602562632761128
'CCL5,3.08855671504567E-06
'CD2BP2,1.25624936628705E-07
'CDC42EP4,1.48530130920992E-06
'CDK2AP2,0.000611143654336566
'CDK6,1.02789943986974E-05
'CDKN2B,0.00288772616797169
'CEBPD,0.00183231950364854
'CFD,9.83530848337453E-06
'CGA,0.000175625730013045
'CGN,0.00173727169462109
'CHN1,0.000784472841562247
'CHN2,0.00107645856711747
'CLDN23,0.00289725647559735
'CLIC1,0.000157217918076707
'COL4A5,0.00298049260546396
'COL5A1,0.000215955548904748
'COL5A2,0.000102506354697633
'COL6A1,0.00044091340410457
'COPS5,1.55454267796606E-05
'COPZ1,0.00742287149720067
'CORO2A,5.3799607618199E-05
'CPNE8,1.96358260432407E-08
'CPS1,0.00635023765545295
'CREBBP,0.000274087556328268
'CRYZ,0.00299727931204427
'CSF1R,1.26312762799923E-07
'CSPP1,0.000671484151327623
'CTGF,0.00684892432641906
'CTPS2,0.000203718927300756
'CTSC,0.00196468922460014
'CTSH,0.000714386752239449
'CTTN,2.15563008110209E-05
'CUTL1,2.83909666786332E-06
'CX3CL1,1.97108811228399E-08
'CXADR,1.31084848616424E-05
'CXorf12,0.00299256586563956
'CXorf39,0.00919606955964733
'CXorf48,0.00318149499811149
'CYBASC3,0.00694341248778851
'CYP1B1,1.39252033265267E-06
'CYP2R1,0.0007645403376908
'DCBLD2,1.68419571116326E-07
'DDB1,0.00623271797791958
'DENND2D,3.90711109526934E-05
'DKFZp761P0423,0.00107941516396729
'DPP3,0.00630836259224266
'DPP7,0.00969410977054608
'DRD4,5.78478583981301E-05
'DYNLT3,8.07540807556961E-08
'ECGF1,0.000737328883886308
'EEF1A2,2.96207992761675E-08
'EFNB2,0.000276066784869746
'EIF2AK2,0.00356804200638521
'ELMO1,4.18913788069882E-05
'ELOVL4,5.29721344950305E-08
'ERCC2,0.00554945621804936
'ESPN,0.000313106025329245
'F3,0.000106731326002151
'FAM133B,0.00694392329042745
'FAM156A,0.00135789358202354
'FAM43A,0.000146809995616039
'FAM44B,0.00202646962661731
'FAM45A,0.00714516633581397
'FBXO6,0.000179011312446686
'FBXW11,0.00521644241165049
'FBXW7,0.00451245604186234
'FERMT1,0.00429122811142602
'FERMT2,0.00236292429210833
'FLJ46906,0.00877398980291089
'FOXC1,0.005731597318072
'FRMD6,2.12278068144831E-05
'FSCN1,5.85797181019514E-08
'FSTL5,1.06137765243375E-10
'FZD6,3.73979208934117E-07
'GATA5,3.40907076541847E-05
'GBP1,1.4350049369252E-07
'GBP2,0.000538294611448688
'GLRB,1.63512271878515E-05
'GLYATL2,0.00121990110223979
'GNG10,0.00698471157080586
'GSTO2,0.000509071803607712
'GTF3C6,0.00174568734730984
'GTSF1,0.0059660242521602
'H3F3A,0.00418299122901811
'HAGH,0.0034881654852188
'HARS2,0.00561215299457744
'HBE1,1.05914317316547E-08
'HBG1,9.39580656478256E-06
'HBG2,8.73430014980414E-07
'HDDC2,0.000128438538684605
'HIST2H4A,0.00191678861565029
'HOMER3,0.000699104586202957
'HPS5,0.000368135310682077
'HPSE,0.0014089368211651
'HRASLS3,0.00648821693461388
'HSPA5,5.64706035839357E-05
'HSPB1,3.35428397280697E-05
'HSPB8,0.000479920172415937
'HYAL1,0.00766120904980516
'ID4,0.000897235823771711
'IGFBP5,6.06808159560547E-08
'IGFBP7,3.61403224568505E-06
'IMPA2,0.00338127360431178
'INPP4B,0.00180790936379087
'INVS,0.0031720726347606
'IQCK,0.00635847923311544
'IRF1,5.62268088245862E-05
'IVD,0.00532919353026029
'KCNK1,3.21765014632547E-09
'KIAA1217,0.00202355153658607
'KIAA1324L,0.00013443840704361
'KIAA1688,2.13516722443558E-07
'KLHL13,2.84215957927024E-09
'KLHL2,0.00309327725713381
'KRIT1,0.000401807301118363
'KRT8,0.00148833828647099
'KYNU,1.849031594503E-09
'LANCL2,0.000107285603921547
'LEPREL1,0.000282771027542594
'LFNG,0.000503225652482148
'LINCR,2.43979140602024E-05
'LOC162073,5.56806433729686E-06
'LOC219854,0.00494644787484511
'LOC284757,0.00129475260534173
'LOC342897,1.34573691798353E-07
'LOC389137,0.00234923848861305
'LOC642197,0.00474737216801941
'LOC644621,0.00819041091386197
'LOC647784,7.90289401609763E-05
'LOC649037,8.33922689795763E-05
'LOC653108,4.71042236240573E-05
'LOC653566,0.00633549258931287
'LOC730994,0.00720227041985666
