PPAR_SIGNALING_PATHWAY	dummytext	CD36	SLC27A1	SLC27A4	SLC27A2	SLC27A5	SLC27A6	FABP1	FABP2	FABP3	FABP4	FABP5	FABP6	FABP7	PPARA	RXRA	RXRB	RXRG	PPARD	PPARG	APOA1	APOA2	APOC3	APOA5	PLTP	FADS2	SCD	SCD5	CYP7A1	CYP8B1	NR1H3	CYP27A1	DBI	LPL	ACSL6	ACSL4	ACSL1	ACSL5	ACSL3	ACSBG1	ACSBG2	OLR1	EHHADH	ACAA1	SCP2	ACOX3	ACOX1	ACOX2	CPT1A	CPT1B	CPT1C	CPT2	ACADL	ACADM	ANGPTL4	SORBS1	PLIN1	ADIPOQ	MMP1	UCP1	ILK	PDPK1	UBC	PCK1	PCK2	GK2	GK	AQP7	HMGCS2	ME1																																																																																																																																																																																																																																																																																						
T_CELL_RECEPTOR_SIGNALING_PATHWAY	dummytext	CD3D	CD3E	CD3G	CD247	CD4	CD8A	CD8B	PTPRC	LCK	FYN	ZAP70	LCP2	LAT	ITK	TEC	NCK1	NCK2	VAV3	VAV1	VAV2	GRAP2	GRB2	PAK1	PAK2	PAK3	PAK4	PAK6	PAK7	RHOA	CDC42	DLG1	MAPK11	MAPK12	MAPK13	MAPK14	PLCG1	PPP3CA	PPP3CB	PPP3CC	PPP3R1	PPP3R2	NFATC1	NFATC2	NFATC3	SOS1	SOS2	RASGRP1	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	FOS	JUN	PRKCQ	CARD11	BCL10	MALT1	MAP3K7	MAP2K7	CHUK	IKBKB	IKBKG	NFKB1	RELA	NFKBIA	NFKBIB	NFKBIE	CD28	ICOS	CD40LG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PDPK1	AKT1	AKT2	AKT3	MAP3K8	MAP3K14	GSK3B	PDCD1	CTLA4	PTPN6	CBLC	CBL	CBLB	IL2	IL4	IL5	IL10	IFNG	CSF2	TNF	CDK4	MAPK9																																																																																																																																																																																																																																																			
B_CELL_RECEPTOR_SIGNALING_PATHWAY	dummytext	CD79A	CD79B	LYN	SYK	BTK	DAPP1	BLNK	VAV3	VAV1	VAV2	RAC1	RAC2	RAC3	PLCG2	PPP3CA	PPP3CB	PPP3CC	PPP3R1	PPP3R2	NFATC1	NFATC2	NFATC3	GRB2	SOS1	SOS2	RASGRP3	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	FOS	JUN	CARD11	BCL10	MALT1	CHUK	IKBKB	IKBKG	NFKB1	RELA	NFKBIA	NFKBIB	NFKBIE	CD81	CD19	CR2	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PIK3CA	PIK3CD	PIK3CB	PIK3CG	AKT1	AKT2	AKT3	GSK3B	INPP5D	INPPL1	CD22	CD72	PTPN6	PIK3AP1	LILRB3	FCGR2B	PRKCB	IFITM1																																																																																																																																																																																																																																																																																			
FC_EPSILON_RI_SIGNALING_PATHWAY	dummytext	FCER1A	MS4A2	FCER1G	SYK	LYN	BTK	INPP5D	PLCG1	PLCG2	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PDPK1	AKT1	AKT2	AKT3	RAC1	RAC2	RAC3	MAP2K4	MAP2K7	MAP2K3	MAP2K6	MAPK8	MAPK10	MAPK9	MAPK11	MAPK12	MAPK13	MAPK14	IL4	IL13	IL3	IL5	CSF2	TNF	LCP2	VAV3	VAV1	VAV2	FYN	GAB2	LAT	GRB2	SOS1	SOS2	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	PLA2G4E	PLA2G4A	JMJD7-PLA2G4B	PLA2G4B	PLA2G4C	PLA2G4D	PLA2G4F	PRKCA	PRKCB	PRKCD	PRKCE																																																																																																																																																																																																																																																																																					
TNF_SIGNALING_PATHWAY	dummytext	TNF	TNFRSF1A	BAG4	TRADD	TRAF2	TRAF5	RIPK1	BIRC2	BIRC3	MAP3K7	TAB1	TAB2	TAB3	MAP2K4	MAP2K7	MAPK8	MAPK10	MAPK9	JUN	ITCH	CFLAR	MAP2K3	MAP2K6	MAPK11	MAPK12	MAPK13	MAPK14	CEBPB	MAP3K5	MAP3K14	IKBKG	IKBKB	CHUK	NFKBIA	RELA	NFKB1	MAP3K8	MAP2K1	MAPK1	MAPK3	RPS6KA5	RPS6KA4	CREB1	CREB3	CREB3L1	CREB3L2	CREB3L3	CREB3L4	ATF2	ATF4	CREB5	ATF6B	RIPK3	MLKL	PGAM5	DNM1L	FADD	CASP8	CASP10	CASP7	CASP3	CCL2	CCL5	CCL20	CXCL1	CXCL2	CXCL3	CXCL10	CX3CL1	CSF1	CSF2	FAS	IL18R1	IL1B	IL6	IL15	LIF	LTA	BCL3	SOCS3	TNFAIP3	TRAF1	FOS	JUNB	MMP3	MMP9	MMP14	EDN1	NOD2	ICAM1	SELE	VCAM1	PTGS2	TNFRSF1B	TRAF3	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	AKT1	AKT2	AKT3	MAGI2	JAG1	CXCL5	VEGFC																																																																																																																																																																																																																																													
NEUROTROPHIN_SIGNALING_PATHWAY	dummytext	NGF	BDNF	NTF4	NTF3	NTRK1	NTRK2	NTRK3	SH2B2	SH2B1	SH2B3	GRB2	SOS1	SOS2	HRAS	KRAS	NRAS	RAF1	BRAF	MAP2K1	MAP2K2	MAPK1	MAPK3	RPS6KA3	RPS6KA1	RPS6KA2	RPS6KA6	RPS6KA5	ATF4	BCL2	KIDINS220	FRS2	CRK	CRKL	RAPGEF1	RAP1A	RAP1B	MAP3K3	MAP2K5	MAPK7	MAPK11	MAPK12	MAPK13	MAPK14	MAPKAPK2	SHC1	SHC2	SHC3	SHC4	GAB1	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PIK3CA	PIK3CD	PIK3CB	PIK3CG	AKT1	AKT2	AKT3	NFKBIB	NFKBIA	NFKBIE	NFKB1	RELA	FOXO3	FASLG	BAD	GSK3B	PDPK1	IRS1	PLCG1	PLCG2	PRKCD	CALML3	CALM2	CALM3	CALM1	CALML6	CALML5	CAMK2A	CAMK2D	CAMK2B	CAMK2G	CAMK4	ABL1	PTPN11	MATK	NGFR	ARHGDIB	ARHGDIA	ARHGDIG	RHOA	CDC42	RAC1	MAP3K1	MAP3K5	MAP2K7	MAPK8	MAPK10	MAPK9	JUN	TP53	BAX	TP73	TRAF6	ZNF274	PRDM4	MAGED1	NGFRAP1	YWHAE	RIPK2	IRAK1	IRAK2	IRAK3	IRAK4	IKBKB	SORT1	PSEN1	PSEN2																																																																																																																																																																																																																																			
RETROGRADE_ENDOCANNABINOID_SIGNALING	dummytext	SLC17A6	SLC17A8	SLC17A7	GRIA1	GRIA2	GRIA3	GRIA4	CACNA1C	CACNA1D	CACNA1F	CACNA1S	GRM1	GRM5	GNAQ	PLCB1	PLCB2	PLCB3	PLCB4	ITPR1	ITPR2	ITPR3	NAPEPLD	PRKCA	PRKCB	PRKCG	DAGLA	DAGLB	PTGS2	ABHD6	FAAH	CNR1	GNAI1	GNAI3	GNAI2	GNAO1	GNB1	GNB2	GNB3	GNB4	GNB5	GNG2	GNG3	GNG4	GNG5	GNG7	GNG8	GNG10	GNG11	GNG12	protein)	GNG13	GNGT1	GNGT2	KCNJ3	KCNJ6	KCNJ9	KCNJ5	CACNA1A	CACNA1B	MAPK1	MAPK3	MAPK8	MAPK10	MAPK9	MAPK11	MAPK12	MAPK13	MAPK14	ADCY1	ADCY2	ADCY3	ADCY4	ADCY5	ADCY6	ADCY7	ADCY8	ADCY9	PRKACA	PRKACB	PRKACG	PRKX	MGLL	SLC32A1	RIMS1	GABRA1	GABRA2	GABRA3	GABRA4	GABRA5	GABRA6	GABRB1	GABRB3	GABRB2	GABRG1	GABRG2	GABRG3	GABRD	GABRE	GABRQ	GABRP	GABRR1	GABRR2	GABRR3																																																																																																																																																																																																																																																				
INSULIN_SIGNALING_PATHWAY	dummytext	INS	INSR	IRS1	IRS2	IRS4	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PDPK1	AKT1	AKT2	AKT3	GSK3B	GYS2	GYS1	PPP1CA	PPP1CB	PPP1CC	PPP1R3A	PPP1R3C	PPP1R3D	PPP1R3B	PPP1R3E	PPP1R3F	PHKG1	PHKG2	PHKB	PHKA2	PHKA1	CALML3	CALM2	CALM3	CALM1	CALML6	CALML5	PYGL	PYGM	PYGB	PDE3B	PRKACA	PRKACB	PRKACG	PRKX	PRKAR1A	PRKAR2A	PRKAR2B	PRKAR1B	LIPE	PRKCZ	PRKCI	SLC2A4	FLOT2	FLOT1	SH2B2	SORBS1	CBLC	CBL	CBLB	CRK	CRKL	RAPGEF1	RHOQ	EXOC7	TRIP10	SREBF1	ACACA	ACACB	FASN	PKLR	HK3	HK1	HK2	HKDC1	GCK	PRKAA1	PRKAA2	PRKAB1	PRKAB2	PRKAG1	PRKAG3	PRKAG2	FOXO1	PPARGC1A	G6PC	G6PC2	G6PC3	FBP1	FBP2	PCK1	PCK2	MTOR	RPTOR	RPS6KB1	RPS6KB2	RPS6	EIF4EBP1	EIF4E	EIF4E2	EIF4E1B	TSC1	TSC2	RHEB	BAD	SHC1	SHC2	SHC3	SHC4	GRB2	SOS1	SOS2	HRAS	KRAS	NRAS	ARAF	BRAF	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	MKNK1	MKNK2	ELK1	SOCS1	SOCS2	SOCS3	SOCS4	PTPN1	PTPRF	MAPK8	MAPK10	MAPK9	IKBKB	INPPL1	INPP5K																																																																																																																																																																																																															
GNRH_SIGNALING_PATHWAY	dummytext	GNRH1	GNRH2	GNRHR	GNAS	ADCY1	ADCY2	ADCY3	ADCY4	ADCY5	ADCY6	ADCY7	ADCY8	ADCY9	PRKACA	PRKACB	PRKACG	PRKX	ATF4	GNAQ	GNA11	PLCB1	PLCB2	PLCB3	PLCB4	ITPR1	ITPR2	ITPR3	CALML3	CALM2	CALM3	CALM1	CALML6	CALML5	CAMK2A	CAMK2D	CAMK2B	CAMK2G	CACNA1C	CACNA1D	CACNA1F	CACNA1S	MAP3K1	MAP3K2	MAP3K3	MAP3K4	MAP2K3	MAP2K6	MAPK11	MAPK12	MAPK13	MAPK14	MAPK7	PLA2G4E	PLA2G4A	JMJD7-PLA2G4B	PLA2G4B	PLA2G4C	PLA2G4D	PLA2G4F	PLD1	PLD2	SRC	CDC42	MAP2K4	MAP2K7	MAPK8	MAPK10	MAPK9	JUN	LHB	CGA	FSHB	PTK2B	MMP2	MMP14	HBEGF	EGFR	GRB2	SOS1	SOS2	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	ELK1	PRKCA	PRKCB	PRKCD																																																																																																																																																																																																																																																															
ESTROGEN_SIGNALING_PATHWAY	dummytext	ESR1	ESR2	HSP90AA1	HSP90AB1	HSP90B1	FKBP4	FKBP5	HSPA8	HSPA1A	HSPA2	HSPA1L	HSPA1B	HSPA6	FOS	JUN	SP1	GPER1	GNAS	SRC	MMP2	MMP9	HBEGF	ADCY1	ADCY2	ADCY3	ADCY4	ADCY5	ADCY6	ADCY7	ADCY8	ADCY9	PRKACA	PRKACB	PRKACG	PRKX	CREB1	ATF2	ATF4	CREB3	CREB3L1	CREB3L2	CREB3L3	CREB3L4	CREB5	ATF6B	EGFR	SHC1	SHC2	SHC3	SHC4	GRB2	SOS1	SOS2	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	AKT1	AKT2	AKT3	GABBR1	GABBR2	GNAI1	GNAI3	GNAI2	GNAO1	KCNJ3	KCNJ6	KCNJ9	KCNJ5	OPRM1	PRKCD	GNAQ	PLCB1	PLCB2	PLCB3	PLCB4	ITPR1	ITPR2	ITPR3	CALML3	CALM2	CALM3	CALM1	CALML6	CALML5	NOS3	GRM1																																																																																																																																																																																																																																																							
PROLACTIN_SIGNALING_PATHWAY	dummytext	PRL	PRLR	JAK2	SHC1	SHC2	SHC3	SHC4	SRC	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	AKT1	AKT2	AKT3	FOXO3	GALT	GRB2	SOS1	SOS2	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	FOS	MAPK8	MAPK10	MAPK9	MAPK11	MAPK12	MAPK13	MAPK14	CCND1	GSK3B	CISH	SOCS1	SOCS2	SOCS3	SOCS4	SOCS5	SOCS6	SOCS7	STAT1	STAT3	STAT5A	STAT5B	TNFSF11	TNFRSF11A	NFKB1	RELA	ELF5	CSN2	CGA	LHB	LHCGR	CYP17A1	ESR1	ESR2	IRF1	TH	SLC2A2	GCK	CCND2	INS																																																																																																																																																																																																																																																																																			
THYROID_HORMONE_SIGNALING_PATHWAY	dummytext	PRKACA	PRKACB	PRKACG	PRKX	ITGAV	ITGB3	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	STAT1	TP53	ESR1	THRB	NCOR1	SIN3A	HDAC1	HDAC2	HDAC3	THRA	RXRA	RXRB	RXRG	KAT2B	KAT2A	NCOA1	NCOA2	NCOA3	CREBBP	EP300	MED4	MED12L	MED12	MED13L	MED13	MED14	MED16	MED17	MED24	MED27	MED30	MED1	CCND1	GATA4	RCAN1	HIF1A	MYC	PLN	WNT4	CTNNB1	NOTCH1	NOTCH2	NOTCH3	NOTCH4	PLCB1	PLCB2	PLCB3	PLCB4	PLCD1	PLCD3	PLCD4	PLCE1	PLCG1	PLCG2	PLCZ1	PRKCA	PRKCB	PRKCG	SLC9A1	ATP1A1	ATP1A2	ATP1A3	ATP1A4	ATP1B4	ATP1B1	ATP1B2	ATP1B3	FXYD2	SLC16A2	SLC16A10	SRC	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PDPK1	AKT1	AKT2	AKT3	GSK3B	MDM2	TSC2	RHEB	MTOR	TBC1D4	PFKFB2	BAD	FOXO1	CASP9	RCAN2	SLC2A1	SLCO1C1	DIO1	DIO2	DIO3	ACTB	ACTG1	MYH6	ATP2A2	PFKP	BMP4																																																																																																																																																																																																																																				
ADIPOCYTOKINE_SIGNALING_PATHWAY	dummytext	TNF	TNFRSF1A	TRADD	TNFRSF1B	TRAF2	MTOR	MAPK8	MAPK10	MAPK9	CHUK	IKBKB	IKBKG	NFKBIA	NFKBIB	NFKBIE	NFKB1	RELA	SOCS3	IRS1	IRS2	IRS4	AKT1	AKT2	AKT3	CD36	ACSL6	ACSL4	ACSL1	ACSL5	ACSL3	ACSBG1	ACSBG2	PRKCQ	LEP	LEPR	JAK2	STAT3	POMC	PRKAA1	PRKAA2	PRKAB1	PRKAB2	PRKAG1	PRKAG3	PRKAG2	AGRP	NPY	PPARGC1A	PCK1	PCK2	G6PC	G6PC2	G6PC3	PTPN11	PPARA	RXRA	RXRB	RXRG	ADIPOQ	ADIPOR1	ADIPOR2	STK11	CAMKK1	CAMKK2	CPT1A	CPT1B	CPT1C	SLC2A1	SLC2A4	ACACB																																																																																																																																																																																																																																																																																					
OXYTOCIN_SIGNALING_PATHWAY	dummytext	OXT	OXTR	GNAQ	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	PLA2G4E	PLA2G4A	JMJD7-PLA2G4B	PLA2G4B	PLA2G4C	PLA2G4D	PLA2G4F	PTGS2	MAP2K5	MAPK7	JUN	FOS	MEF2C	CCND1	ELK1	RYR1	RYR2	RYR3	CD38	TRPM2	KCNJ2	KCNJ12	KCNJ4	KCNJ14	PLCB1	PLCB2	PLCB3	PLCB4	PRKCA	PRKCB	PRKCG	EEF2K	kinase-like	EEF2	CACNA1C	CACNA1D	CACNA1F	CACNA1S	CACNB1	CACNB2	CACNB3	CACNB4	CACNA2D1	CACNA2D2	CACNA2D3	CACNA2D4	CACNG1	CACNG2	CACNG3	CACNG4	CACNG5	CACNG6	CACNG7	CACNG8	ITPR1	ITPR2	ITPR3	CALML3	CALM2	CALM3	CALM1	CALML6	CALML5	PPP3CA	PPP3CB	PPP3CC	PPP3R1	PPP3R2	NFATC1	NFATC2	NFATC3	NFATC4	RGS2	RCAN1	CAMKK1	CAMKK2	PRKAA1	PRKAA2	PRKAB1	PRKAB2	PRKAG1	PRKAG3	PRKAG2	CAMK1D	CAMK1G	CAMK1	CAMK2A	CAMK2D	CAMK2B	CAMK2G	CAMK4	NOS3	GUCY1A2	GUCY1A3	GUCY1B3	NPR1	NPR2	MYLK	MYLK2	MYLK3	MYLK4	MYL6B	MYL6	MYL9	ACTB	ACTG1	RHOA	ROCK1	ROCK2	PPP1CA	PPP1CB	PPP1CC	PPP1R12A	PPP1R12B	PPP1R12C	GNAS	ADCY1	ADCY2	ADCY3	ADCY4	ADCY5	ADCY6	ADCY7	ADCY8	ADCY9	PRKACA	PRKACB	PRKACG	PRKX	GNAI1	GNAI3	GNAI2	GNAO1	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	SRC	KCNJ3	KCNJ6	KCNJ9	KCNJ5	EGFR	CDKN1A																																																																																																																																																																																												
GLUCAGON_SIGNALING_PATHWAY	dummytext	AKT1	AKT2	AKT3	PDE3B	GCG	GCGR	GNAS	ADCY2	PRKACA	PRKACB	PRKACG	PRKX	CREB1	ATF2	ATF4	CREB3	CREB3L1	CREB3L2	CREB3L3	CREB3L4	CREB5	SMEK1	SMEK2	PPP4C	CRTC2	SIK2	CREBBP	EP300	PPARGC1A	SIK1	GNAQ	PLCB1	PLCB2	PLCB3	PLCB4	ITPR1	ITPR2	ITPR3	PPP3CA	PPP3CB	PPP3CC	PPP3R1	PPP3R2	CAMK2A	CAMK2D	CAMK2B	CAMK2G	FOXO1	SIRT1	PPARA	PRMT1	G6PC	G6PC2	G6PC3	PCK1	PCK2	CPT1A	CPT1B	CPT1C	GYS2	GYS1	PHKB	PHKA2	PHKA1	PHKG1	PHKG2	CALML3	CALM2	CALM3	CALM1	CALML6	CALML5	PYGL	PYGM	PYGB	PFKFB1	PRKAA1	PRKAA2	PRKAB1	PRKAB2	PRKAG1	PRKAG3	PRKAG2	ACACA	ACACB	SLC2A1	SLC2A2	GCK	PGAM1	PGAM2	PGAM4	PKM	PDHA2	PDHA1	PDHB	LDHAL6A	LDHAL6B	LDHA	LDHB	LDHC	FBP1	PFKL																																																																																																																																																																																																																																																					
EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	dummytext	PTPN11	MET	PLCG1	PLCG2	TJP1	F11R	JAM2	JAM3	IGSF5	ADAM17	HBEGF	EGFR	CXCL8	CXCR1	CXCR2	ADAM10	SRC	LYN	CSK	RAC1	CDC42	MAPK11	MAPK12	MAPK13	MAPK14	PAK1	MAP2K4	MAPK8	MAPK10	MAPK9	JUN	MAP3K14	CHUK	IKBKB	IKBKG	NFKBIA	NFKB1	RELA	NOD1	CCL5	PTPRZ1	GIT1	CASP3	ATP6V1A	ATP6V1B1	ATP6V1B2	ATP6V1C2	ATP6V1C1	ATP6V1D	ATP6V1E2	ATP6V1E1	ATP6V1F	ATP6V1G1	ATP6V1G3	ATP6V1G2	ATP6V0E1	ATP6V0E2	TCIRG1	ATP6V0A2	ATP6V0A4	ATP6V0A1	ATP6V0D1	ATP6V0D2	ATP6V1H	ATP6AP1	ATP6V0C	ATP6V0B	CXCL1																																																																																																																																																																																																																																																																																							
