PPAR_SIGNALING_PATHWAY	dummytext	CD36	SLC27A1	SLC27A4	SLC27A2	SLC27A5	SLC27A6	FABP1	FABP2	FABP3	FABP4	FABP5	FABP6	FABP7	PPARA	RXRA	RXRB	RXRG	PPARD	PPARG	APOA1	APOA2	APOC3	APOA5	PLTP	FADS2	SCD	SCD5	CYP7A1	CYP8B1	NR1H3	CYP27A1	DBI	LPL	ACSL6	ACSL4	ACSL1	ACSL5	ACSL3	ACSBG1	ACSBG2	OLR1	EHHADH	ACAA1	SCP2	ACOX3	ACOX1	ACOX2	CPT1A	CPT1B	CPT1C	CPT2	ACADL	ACADM	ANGPTL4	SORBS1	PLIN1	ADIPOQ	MMP1	UCP1	ILK	PDPK1	UBC	PCK1	PCK2	GK2	GK	AQP7	HMGCS2	ME1																																																																																																																																																																																																																																																																																						
FOXO_SIGNALING_PATHWAY	dummytext	TGFB1	TGFB2	TGFB3	TGFBR1	TGFBR2	SMAD4	SMAD2	SMAD3	STK11	PRKAA1	PRKAA2	PRKAB1	PRKAB2	PRKAG1	PRKAG3	PRKAG2	NLK	SKP2	MDM2	SETD7	CREBBP	EP300	SIRT1	USP7	SLC2A4	MAPK8	MAPK10	MAPK9	STK4	IGF1	IGF1R	INS	INSR	IRS1	IRS2	IRS4	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PDPK1	CHUK	IKBKB	PTEN	AKT1	AKT2	AKT3	SGK1	SGK2	SGK3	C8orf44-SGK3	FOXO1	FOXO3	FOXO4	FOXO6	GRM1	HOMER1	HOMER2	HOMER3	AGAP2	CSNK1E	readthrough	IL6	IL10	STAT3	EGF	EGFR	GRB2	SOS1	SOS2	HRAS	KRAS	NRAS	BRAF	RAF1	ARAF	MAP2K1	MAP2K2	MAPK1	MAPK3	MAPK11	MAPK12	MAPK13	MAPK14	CDK2	PRMT1	FOXG1	CCNB1	CCNB2	CCNB3	CCND1	CCND2	CCNG2	CDKN2B	CDKN2D	CDKN1A	CDKN1B	RBL2	PLK1	PLK2	PLK3	PLK4	GADD45A	GADD45B	GADD45G	FASLG	BCL2L11	TNFSF10	BCL6	BNIP3	ATG12	GABARAP	GABARAPL1	GABARAPL2	CAT	SOD2	ATM	PCK1	PCK2	G6PC	G6PC2	G6PC3	IL7R	KLF2	S1PR1	S1PR4	RAG1	RAG2	FBXO25	FBXO32																																																																																																																																																																																																																					
PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	dummytext	PI4KA	PI4KB	PI4K2A	PI4K2B	PIP5K1C	PIP5K1A	PIP5K1B	DGKZ	DGKD	DGKI	DGKA	DGKE	DGKB	DGKH	DGKG	DGKQ	DGKK	ITPKB	ITPKA	ITPKC	ITPK1	PIK3C3	PIP4K2C	PIP4K2A	PIP4K2B	PIKFYVE	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3C2G	PIK3C2A	PIK3C2B	IPPK	CDS1	CDS2	CDIPT	IMPA2	IMPA1	IMPAD1	SYNJ1	SYNJ2	OCRL	INPP5E	INPP5B	PTEN	INPP5K	INPP5J	INPP5A	INPP1	MTM1	INPP4A	INPP4B	PLCB1	PLCB2	PLCB3	PLCB4	PLCD1	PLCD3	PLCD4	PLCE1	PLCG1	PLCG2	PLCZ1	ITPR1	ITPR2	ITPR3	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PRKCA	PRKCB	PRKCG	INPP5D	INPPL1	CALML3	CALM2	CALM3	CALM1	CALML6	CALML5																																																																																																																																																																																																																																																																									
SPHINGOLIPID_SIGNALING_PATHWAY	dummytext	SPTLC1	SPTLC2	SPTLC3	CERS2	CERS3	CERS6	CERS1	CERS4	CERS5	DEGS1	DEGS2	SMPD1	SGMS1	SGMS2	TNF	TNFRSF1A	NSMAF	SMPD2	ASAH1	ASAH2	ACER2	ACER1	TRADD	TRAF2	CTSD	BID	BAX	MAP3K5	MAPK8	MAPK10	MAPK9	MAPK11	MAPK12	MAPK13	MAPK14	PRKCZ	AKT1	AKT2	AKT3	BCL2	PPP2CA	PPP2CB	PPP2R1B	PPP2R1A	PPP2R2A	PPP2R2B	PPP2R2C	PPP2R2D	PPP2R3B	PPP2R3C	PPP2R3A	PPP2R5B	PPP2R5C	PPP2R5D	PPP2R5E	PPP2R5A	TP53	FCER1A	MS4A2	FCER1G	FYN	GAB2	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PLD1	PLD2	SPHK1	SPHK2	ADORA1	ADORA3	BDKRB2	OPRD1	GNAI1	GNAI3	GNAI2	PLCB1	PLCB2	PLCB3	PLCB4	PRKCE	MAPK1	MAPK3	SGPP1	SGPP2	ABCC1	SGPL1	S1PR1	S1PR2	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	PDPK1	NOS3	RAC1	RAC2	RAC3	S1PR3	GNAQ	PRKCA	PRKCB	PRKCG	S1PR4	S1PR5	GNA12	GNA13	RHOA	ROCK1	ROCK2	PTEN	NFKB1	RELA																																																																																																																																																																																																																																			
P53_SIGNALING_PATHWAY	dummytext	ATM	CHEK2	ATR	CHEK1	CDKN2A	MDM2	MDM4	TP53	CDKN1A	CCND1	CCND2	CCND3	CDK4	CDK6	CCNE1	CCNE2	CDK2	SFN	RPRM	CCNB1	CCNB2	CCNB3	CDK1	GADD45A	GADD45B	GADD45G	GTSE1	FAS	PIDD1	CASP8	BID	BAX	PMAIP1	BBC3	TP53AIP1	TP53I3	EI24	SHISA5	PERP	ZMAT3	SIAH1	CYCS	APAF1	CASP9	CASP3	IGFBP3	IGF1	SERPINE1	BAI1	CD82	THBS1	SERPINB5	DDB2	RRM2B	RRM2	SESN1	SESN2	SESN3	PTEN	TSC2	STEAP3	RFWD2	RCHY1	CCNG1	CCNG2	PPM1D	TP73	TNFRSF10B																																																																																																																																																																																																																																																																																							
MTOR_SIGNALING_PATHWAY	dummytext	INS	IGF1	IRS1	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PTEN	PDPK1	AKT1	AKT2	AKT3	AKT1S1	TSC1	TSC2	RHEB	MLST8	RRAGA	RRAGB	RRAGC	RRAGD	MTOR	RPTOR	RICTOR	HIF1A	VEGFA	RPS6KB1	RPS6KB2	EIF4B	RPS6	EIF4EBP1	EIF4E	EIF4E2	EIF4E1B	ULK3	ULK1	ULK2	MAPK1	MAPK3	RPS6KA3	RPS6KA1	RPS6KA2	RPS6KA6	DDIT4	TNF	IKBKB	STK11	STRADA	CAB39	CAB39L	PRKAA1	PRKAA2	BRAF	PRKCA	PRKCB	PRKCG																																																																																																																																																																																																																																																																																															
PI3K-AKT_SIGNALING_PATHWAY	dummytext	EGF	FGF1	FGF2	FGF3	FGF4	FGF17	FGF6	FGF7	FGF8	FGF9	FGF10	FGF11	FGF12	FGF13	FGF14	FGF16	FGF5	FGF18	FGF19	FGF20	FGF21	FGF22	FGF23	NGF	INS	IGF1	PDGFA	PDGFB	PDGFC	PDGFD	CSF1	KITLG	VEGFA	VEGFB	PGF	VEGFC	FIGF	HGF	ANGPT1	ANGPT2	ANGPT4	EFNA1	EFNA2	EFNA3	EFNA4	EFNA5	EGFR	FGFR1	FGFR2	FGFR3	FGFR4	NGFR	INSR	IGF1R	PDGFRA	PDGFRB	CSF1R	KIT	FLT1	FLT4	KDR	MET	TEK	EPHA2	GRB2	SOS1	SOS2	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	IRS1	TLR2	TLR4	RAC1	SYK	CD19	PIK3AP1	GH1	GH2	CSH1	CSH2	PRL	OSM	IL2	IL3	IL6	IL4	IL7	IFNA1	IFNA2	IFNA4	IFNA5	IFNA6	IFNA7	IFNA8	IFNA10	IFNA13	IFNA14	IFNA16	IFNA17	IFNA21	IFNB1	EPO	CSF3	GHR	PRLR	OSMR	IL2RA	IL2RB	IL2RG	IL3RA	IL6R	IL4R	IL7R	IFNAR1	IFNAR2	EPOR	CSF3R	JAK1	JAK2	JAK3	COL1A1	COL1A2	COL2A1	COL3A1	COL5A1	COL5A2	COL11A1	COL11A2	COL5A3	COL24A1	COL27A1	COL4A2	COL4A4	COL4A6	COL4A1	COL4A5	COL4A3	COL6A1	COL6A2	COL6A3	COL6A6	COL6A5	LAMA1	LAMA2	LAMA3	LAMA5	LAMA4	LAMB1	LAMB2	LAMB3	LAMB4	LAMC1	LAMC2	LAMC3	CHAD	RELN	THBS1	COMP	THBS2	THBS3	THBS4	FN1	SPP1	VTN	TNC	TNN	TNR	TNXB	VWF	IBSP	ITGA1	ITGA2	ITGA2B	ITGA3	ITGA4	ITGA5	ITGA6	ITGA7	ITGA8	ITGA9	ITGA10	ITGA11	ITGAV	ITGB1	ITGB3	ITGB4	ITGB5	ITGB6	ITGB7	ITGB8	PTK2	F2R	CHRM1	CHRM2	LPAR1	LPAR2	LPAR3	LPAR4	LPAR5	LPAR6	GNB1	GNB2	GNB3	GNB4	GNB5	GNG2	GNG3	GNG4	GNG5	GNG7	GNG8	GNG10	GNG11	GNG12	protein)	GNG13	GNGT1	GNGT2	PDPK1	STK11	PRKAA1	PRKAA2	DDIT4	TSC1	TSC2	RHEB	MLST8	MTOR	RPTOR	EIF4EBP1	EIF4E	EIF4E2	EIF4E1B	RPS6KB1	RPS6KB2	EIF4B	RPS6	PKN1	PKN3	PKN2	SGK1	SGK2	SGK3	C8orf44-SGK3	AKT1	AKT2	AKT3	PTEN	THEM4	PPP2CA	PPP2CB	PPP2R1B	PPP2R1A	PPP2R2A	PPP2R2B	PPP2R2C	PPP2R2D	PPP2R3B	PPP2R3C	PPP2R3A	PPP2R5B	PPP2R5C	PPP2R5D	PPP2R5E	PPP2R5A	HSP90AA1	HSP90AB1	HSP90B1	CDC37	CRTC2	PHLPP1	PHLPP2	TCL1A	TCL1B	MTCP1	NOS3	BRCA1	GSK3B	GYS2	GYS1	PCK1	PCK2	G6PC	G6PC2	G6PC3	MYC	CCND1	CDKN1A	CDKN1B	CDK2	CDK4	CDK6	CCND2	CCND3	CCNE1	CCNE2	FOXO3	RBL2	FASLG	BCL2L11	YWHAZ	YWHAB	YWHAQ	YWHAE	YWHAH	YWHAG	BAD	BCL2L1	BCL2	CASP9	CREB1	ATF2	ATF4	CREB3	CREB3L1	CREB3L2	CREB3L3	CREB3L4	CREB5	ATF6B	MCL1	RXRA	NR4A1	IKBKG	CHUK	IKBKB	RELA	NFKB1	MYB	MDM2	TP53	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PRKCA	PRKCZ
AMPK_SIGNALING_PATHWAY	dummytext	MAP3K7	STK11	CAB39	CAB39L	STRADA	STRADB	LEP	LEPR	CAMKK1	CAMKK2	ADRA1A	ADIPOQ	ADIPOR1	ADIPOR2	PRKAA1	PRKAA2	PRKAB1	PRKAB2	PRKAG1	PRKAG3	PRKAG2	PFKFB1	PFKFB2	PFKFB3	PFKFB4	FBP1	FBP2	PFKM	PFKP	PFKL	HNF4A	G6PC	G6PC2	G6PC3	PCK1	PCK2	CRTC2	CREB1	CREB3	CREB3L1	CREB3L2	CREB3L3	CREB3L4	CREB5	PPARGC1A	ELAVL1	CCND1	CCNA2	CCNA1	EEF2K	kinase-like	EEF2	FOXO1	FOXO3	SIRT1	SLC2A4	GYS2	GYS1	LIPE	HMGCR	SREBF1	FASN	ACACA	ACACB	SCD	SCD5	MLYCD	CPT1A	CPT1B	CPT1C	PPP2CA	PPP2CB	PPP2R1B	PPP2R1A	PPP2R2A	PPP2R2B	PPP2R2C	PPP2R2D	PPP2R3B	PPP2R3C	PPP2R3A	PPP2R5B	PPP2R5C	PPP2R5D	PPP2R5E	PPP2R5A	TBC1D1	RAB2A	RAB8A	RAB10	RAB11B	RAB14	CFTR	CD36	IGF1	IGF1R	INS	INSR	IRS1	IRS2	IRS4	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	PDPK1	AKT1	AKT2	AKT3	TSC2	TSC1	RHEB	MTOR	RPTOR	AKT1S1	RPS6KB1	RPS6KB2	EIF4EBP1	PPARG	ULK1																																																																																																																																																																																																																															
ADRENERGIC_SIGNALING_IN_CARDIOMYOCYTES	dummytext	ADRB1	ADRB2	GNAS	ADCY1	ADCY2	ADCY3	ADCY4	ADCY5	ADCY6	ADCY7	ADCY8	ADCY9	PRKACA	PRKACB	PRKACG	PRKX	ATP1A1	ATP1A2	ATP1A3	ATP1A4	ATP1B4	ATP1B1	ATP1B2	ATP1B3	FXYD2	SLC9A1	KCNQ1	KCNE1	ATP2B1	ATP2B3	ATP2B4	ATP2B2	SCN5A	SCN7A	SCN1B	SCN4B	CACNA1C	CACNA1D	CACNA1F	CACNA1S	CACNB1	CACNB2	CACNB3	CACNB4	CACNA2D1	CACNA2D2	CACNA2D3	CACNA2D4	CACNG1	CACNG2	CACNG3	CACNG4	CACNG5	CACNG6	CACNG7	CACNG8	CALML3	CALM2	CALM3	CALM1	CALML6	CALML5	CAMK2A	CAMK2D	CAMK2B	CAMK2G	RYR2	PPP2CA	PPP2CB	PPP2R1B	PPP2R1A	PPP2R2A	PPP2R2B	PPP2R2C	PPP2R2D	PPP2R3B	PPP2R3C	PPP2R3A	PPP2R5B	PPP2R5C	PPP2R5D	PPP2R5E	PPP2R5A	PPP1CA	PPP1CB	PPP1CC	TNNC1	TNNI3	TNNT2	TPM1	TPM2	TPM3	TPM4	ACTC1	MYH7	MYH6	MYL2	MYL3	MYL4	PLN	AGTR1	AGTR2	ADRA1A	ADRA1B	ADRA1D	GNAQ	PLCB1	PLCB2	PLCB3	PLCB4	PPP1R1A	MAPK1	MAPK3	RPS6KA5	CREB1	ATF2	ATF4	CREB3	CREB3L1	CREB3L2	CREB3L3	CREB3L4	CREB5	ATF6B	CREM	BCL2	RAPGEF3	RAPGEF4	MAPK11	MAPK12	MAPK13	MAPK14	GNAI1	GNAI3	GNAI2	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	AKT1	AKT2	AKT3	ATP2A2	PRKCA	SLC8A1																																																																																																																																																																																																						
WNT_SIGNALING_PATHWAY	dummytext	PORCN	WNT1	WNT2	WNT2B	WNT3	WNT3A	WNT4	WNT5A	WNT5B	WNT6	WNT7A	WNT7B	WNT8A	WNT8B	WNT9A	WNT9B	WNT10B	WNT10A	WNT11	WNT16	CER1	WIF1	SOST	DKK1	DKK2	DKK4	SFRP1	SFRP2	SFRP4	SFRP5	FZD1	FZD7	FZD2	FZD3	FZD4	FZD5	FZD8	FZD6	FZD10	FZD9	LRP5	LRP6	BAMBI	CSNK1E	readthrough	DVL3	DVL2	DVL1	FRAT1	FRAT2	CSNK2A1	CSNK2A2	CSNK2B	NKD1	NKD2	CXXC4	SENP2	GSK3B	CTNNB1	AXIN1	AXIN2	APC	APC2	CSNK1A1L	CSNK1A1	TCF7	TCF7L1	TCF7L2	LEF1	CTNNBIP1	CHD8	SOX17	CTBP1	CTBP2	CREBBP	EP300	RUVBL1	SMAD4	MAP3K7	NLK	MYC	JUN	FOSL1	CCND1	CCND2	CCND3	PPARD	MMP7	PSEN1	PRKACA	PRKACB	PRKACG	PRKX	TP53	SIAH1	CACYBP	SKP1	TBL1X	TBL1Y	TBL1XR1	BTRC	FBXW11	CUL1	RBX1	GPC4	VANGL2	VANGL1	PRICKLE1	PRICKLE2	DAAM1	DAAM2	RHOA	ROCK2	RAC1	RAC2	RAC3	MAPK8	MAPK10	MAPK9	PLCB1	PLCB2	PLCB3	PLCB4	CAMK2A	CAMK2D	CAMK2B	CAMK2G	PPP3CA	PPP3CB	PPP3CC	PPP3R1	PPP3R2	PRKCA	PRKCB	PRKCG	NFATC1	NFATC2	NFATC3	NFATC4	SMAD3																																																																																																																																																																																																															
NOTCH_SIGNALING_PATHWAY	dummytext	DLL3	DLL1	DLL4	JAG1	JAG2	MFNG	LFNG	RFNG	NOTCH1	NOTCH2	NOTCH3	NOTCH4	RBPJL	RBPJ	HES1	HES5	PTCRA	DVL3	DVL2	DVL1	NUMB	NUMBL	DTX2	DTX3L	DTX1	DTX3	DTX4	ADAM17	PSEN1	PSEN2	PSENEN	NCSTN	APH1A	APH1B	MAML3	MAML2	MAML1	CREBBP	EP300	KAT2B	KAT2A	SNW1	CTBP1	CTBP2	NCOR2	CIR1	HDAC1	HDAC2																																																																																																																																																																																																																																																																																																											
HEDGEHOG_SIGNALING_PATHWAY	dummytext	SHH	IHH	DHH	PTCH1	PTCH2	SMO	STK36	SUFU	GLI1	GLI2	GLI3	WNT1	WNT2	WNT2B	WNT3	WNT3A	WNT4	WNT5A	WNT5B	WNT6	WNT7A	WNT7B	WNT8A	WNT8B	WNT9A	WNT9B	WNT10B	WNT10A	WNT11	WNT16	BMP2	BMP4	HHIP	GAS1	LRP2	RAB23	PRKACA	PRKACB	PRKACG	PRKX	GSK3B	CSNK1A1L	CSNK1A1	CSNK1G2	CSNK1G3	CSNK1G1	CSNK1D	CSNK1E	readthrough	BTRC	FBXW11	ZIC2																																																																																																																																																																																																																																																																																																							
TGF-BETA_SIGNALING_PATHWAY	dummytext	CHRD	NOG	THBS1	DCN	LEFTY1	LEFTY2	FST	BMP2	BMP4	BMP5	BMP6	BMP7	BMP8B	BMP8A	GDF7	GDF5	GDF6	AMH	TGFB1	TGFB2	TGFB3	INHBA	INHBB	INHBC	INHBE	NODAL	BMPR2	AMHR2	TGFBR2	ACVR2A	ACVR2B	BMPR1A	BMPR1B	ACVR1	TGFBR1	ACVR1B	BAMBI	SMAD1	SMAD5	SMAD9	SMAD2	SMAD3	SMAD4	SMAD6	SMAD7	SMURF1	SMURF2	ZFYVE9	ZFYVE16	ID1	ID2	ID3	ID4	RBL1	E2F4	E2F5	TFDP1	CREBBP	EP300	SP1	MYC	CDKN2B	PITX2	RBX1	CUL1	SKP1	MAPK1	MAPK3	IFNG	TNF	RHOA	ROCK1	PPP2R1B	PPP2R1A	PPP2CA	PPP2CB	RPS6KB1	RPS6KB2	ACVR1C	LTBP1																																																																																																																																																																																																																																																																											
VEGF_SIGNALING_PATHWAY	dummytext	VEGFA	KDR	SH2D2A	PLCG1	PLCG2	PRKCA	PRKCB	PRKCG	SPHK1	SPHK2	HRAS	KRAS	NRAS	RAF1	MAP2K1	MAP2K2	MAPK1	MAPK3	PLA2G4E	PLA2G4A	JMJD7-PLA2G4B	PLA2G4B	PLA2G4C	PLA2G4D	PLA2G4F	PPP3CA	PPP3CB	PPP3CC	PPP3R1	PPP3R2	NFATC2	PTGS2	PTK2	SHC2	PXN	CDC42	MAPK11	MAPK12	MAPK13	MAPK14	MAPKAPK2	MAPKAPK3	HSPB1	SRC	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	RAC1	RAC2	RAC3	AKT1	AKT2	AKT3	NOS3	CASP9	BAD																																																																																																																																																																																																																																																																																														
HIPPO_SIGNALING_PATHWAY	dummytext	CRB2	CRB1	PARD3	PARD6A	PARD6G	PARD6B	PRKCZ	PRKCI	INADL	MPP5	AMOT	YAP1	WWTR1	CDH1	LIMD1	AJUBA	WTIP	NF2	WWC1	FRMD1	FRMD6	SAV1	STK3	RASSF6	RASSF1	PPP2CA	PPP2CB	PPP2R1B	PPP2R1A	PPP2R2A	PPP2R2B	PPP2R2C	PPP2R2D	LATS2	LATS1	MOB1A	MOB1B	PPP1CA	PPP1CB	PPP1CC	TP53BP2	LLGL2	LLGL1	SCRIB	DLG1	DLG4	DLG2	DLG3	CSNK1D	CSNK1E	readthrough	BTRC	FBXW11	TP73	BBC3	TEAD1	TEAD4	TEAD3	TEAD2	CTGF	GLI2	AREG	BIRC5	AFP	ITGB2	FGF1	TGFB1	TGFB2	TGFB3	TGFBR1	TGFBR2	SMAD2	SMAD3	SMAD4	SERPINE1	BMP2	BMP4	BMP5	BMP6	BMP7	BMP8B	BMP8A	GDF7	GDF5	GDF6	AMH	BMPR1A	BMPR1B	BMPR2	SMAD1	ID1	ID2	WNT1	WNT2	WNT2B	WNT3	WNT3A	WNT4	WNT5A	WNT5B	WNT6	WNT7A	WNT7B	WNT8A	WNT8B	WNT9A	WNT9B	WNT10B	WNT10A	WNT11	WNT16	FZD1	FZD7	FZD2	FZD3	FZD4	FZD5	FZD8	FZD6	FZD10	FZD9	DVL3	DVL2	DVL1	YWHAZ	YWHAB	YWHAQ	YWHAE	YWHAH	YWHAG	GSK3B	CTNNB1	APC	APC2	AXIN1	AXIN2	TCF7	TCF7L1	TCF7L2	LEF1	MYC	CCND1	CCND2	CCND3	SOX2	SNAI2	ACTB	ACTG1	CTNNA3	CTNNA1	CTNNA2	BIRC2	SMAD7	NKD1																																																																																																																																																																																																	
SIGNALING_PATHWAYS_REGULATING_PLURIPOTENCY_OF_STEM_CELLS	dummytext	LIF	LIFR	IL6ST	JAK1	JAK2	JAK3	STAT3	KLF4	SOX2	MYC	GRB2	MAP2K1	MAP2K2	MAPK1	MAPK3	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	AKT1	AKT2	AKT3	TBX3	NANOG	INHBA	INHBB	INHBC	INHBE	NODAL	ACVR1B	ACVR1C	ACVR2A	ACVR2B	SMAD2	SMAD3	BMP2	BMP4	BMPR1A	BMPR1B	ACVR1	BMPR2	SMAD1	SMAD5	SMAD9	SMAD4	ID1	ID2	ID3	ID4	DUSP9	MAPK11	MAPK12	MAPK13	MAPK14	WNT1	WNT2	WNT2B	WNT3	WNT3A	WNT4	WNT5A	WNT5B	WNT6	WNT7A	WNT7B	WNT8A	WNT8B	WNT9A	WNT9B	WNT10B	WNT10A	WNT11	WNT16	FZD1	FZD7	FZD2	FZD3	FZD4	FZD5	FZD8	FZD6	FZD10	FZD9	DVL3	DVL2	DVL1	GSK3B	AXIN1	AXIN2	APC	APC2	CTNNB1	TCF3	ESRRB	HNF1A	POU5F1	POU5F1B	FGF2	FGFR1	FGFR2	FGFR3	FGFR4	HRAS	KRAS	NRAS	RAF1	IGF1	IGF1R	HESX1	ZIC3	SKIL	SMARCAD1	KAT6A	SETDB1	JARID2	REST	RIF1	PCGF1	PCGF2	PCGF3	BMI1	COMMD3-BMI1	PCGF5	PCGF6	PAX6	MEIS1	LHX5	OTX1	NEUROG1	HAND1	DLX5	MYF5	ONECUT1	ISL1	ZFHX3	ESX1	HOXB1	LEFTY2																																																																																																																																																																																																													
TOLL-LIKE_RECEPTOR_SIGNALING_PATHWAY	dummytext	TLR1	TLR2	TLR6	LBP	CD14	LY96	TLR3	TLR4	TLR5	TLR7	TLR8	CTSK	TLR9	RAC1	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	AKT1	AKT2	AKT3	TOLLIP	MYD88	TIRAP	FADD	CASP8	IRAK4	IRAK1	TRAF6	TAB1	TAB2	MAP3K7	IKBKG	CHUK	IKBKB	NFKBIA	NFKB1	RELA	MAP3K8	MAP2K1	MAP2K2	MAPK1	MAPK3	MAP2K3	MAP2K6	MAP2K4	MAP2K7	MAPK11	MAPK12	MAPK13	MAPK14	MAPK8	MAPK10	MAPK9	JUN	FOS	TNF	IL1B	IL6	IL12A	IL12B	CXCL8	CCL5	CCL3	CCL3L1	CCL3L3	CCL4	CCL4L2	CCL4L1	TICAM2	TICAM1	RIPK1	IRF5	IRF7	SPP1	IKBKE	TBK1	TRAF3	IRF3	CD40	CD80	CD86	IFNA1	IFNA2	IFNA4	IFNA5	IFNA6	IFNA7	IFNA8	IFNA10	IFNA13	IFNA14	IFNA16	IFNA17	IFNA21	IFNB1	IFNAR1	IFNAR2	STAT1	CXCL10	CXCL9	CXCL11																																																																																																																																																																																																																																																	
NOD-LIKE_RECEPTOR_SIGNALING_PATHWAY	dummytext	NOD1	NOD2	TRIP6	RIPK2	TRAF6	IKBKG	CHUK	IKBKB	NFKBIB	NFKBIA	NFKB1	RELA	CXCL8	CCL2	CCL5	TNF	IL6	MAP3K7	TAB1	TAB2	TAB3	MAPK1	MAPK3	MAPK8	MAPK10	MAPK9	MAPK11	MAPK12	MAPK13	MAPK14	CARD9	CASP8	SUGT1	ERBB2IP	CARD6	BIRC2	BIRC3	TNFAIP3	NLRP1	PYCARD	CASP1	CASP5	NLRP3	CARD8	PYDC1	MEFV	PSTPIP1	HSP90AA1	HSP90AB1	HSP90B1	NLRC4	CARD18	NAIP	IL1B	IL18	CXCL1	CXCL2																																																																																																																																																																																																																																																																																																		
RIG-I-LIKE_RECEPTOR_SIGNALING_PATHWAY	dummytext	DDX58	IFIH1	MAVS	DHX58	TRAF3	TANK	AZI2	TBKBP1	IKBKG	TBK1	IKBKE	IRF3	IRF7	IFNA1	IFNA2	IFNA4	IFNA5	IFNA6	IFNA7	IFNA8	IFNA10	IFNA13	IFNA14	IFNA16	IFNA17	IFNA21	IFNB1	IFNW1	IFNE	IFNK	TRADD	FADD	RIPK1	CASP8	CASP10	CHUK	IKBKB	NFKBIB	NFKBIA	NFKB1	RELA	TRAF2	MAP3K7	TRAF6	MAP3K1	MAPK8	MAPK10	MAPK9	MAPK11	MAPK12	MAPK13	MAPK14	CXCL8	TNF	IL12A	IL12B	CXCL10	TRIM25	CYLD	RNF125	ISG15	ATG5	ATG12	NLRX1	TMEM173	OTUD5	SIKE1	DDX3X	PIN1	DAK																																																																																																																																																																																																																																																																																					
JAK-STAT_SIGNALING_PATHWAY	dummytext	THPO	EPO	GH1	GH2	CSH1	CSH2	PRL	IFNG	IFNA1	IFNA2	IFNA4	IFNA5	IFNA6	IFNA7	IFNA8	IFNA10	IFNA13	IFNA14	IFNA16	IFNA17	IFNA21	IFNB1	IFNW1	IFNK	IFNE	IL10	IL19	IL20	IL24	IL22	IL26	IFNL2	IFNL3	IFNL1	IL3	CSF2	IL5	IL2	IL4	IL7	IL9	IL15	IL21	IL13	TSLP	IL6	IL12A	IL11	OSM	LIF	CNTF	CLCF1	CTF1	CSF3	LEP	IL12B	IL23A	IL3RA	CSF2RB	IL6R	IL11RA	OSMR	LIFR	CNTFR	IL6ST	CSF3R	LEPR	IL12RB1	IL12RB2	IL23R	CSF2RA	IL5RA	IL2RA	IL2RB	IL2RG	IL4R	IL7R	IL9R	IL15RA	IL21R	IL13RA1	IL13RA2	CRLF2	EPOR	GHR	PRLR	MPL	IFNAR1	IFNAR2	IFNGR1	IFNGR2	IL10RA	IL10RB	IL20RA	IL20RB	IL22RA1	IL22RA2	IFNLR1	JAK1	JAK2	JAK3	TYK2	STAT1	STAT2	STAT3	STAT4	STAT5A	STAT5B	STAT6	IRF9	CREBBP	EP300	SOCS1	SOCS2	SOCS3	SOCS4	SOCS5	SOCS7	CISH	PIM1	MYC	CCND1	CCND2	CCND3	BCL2L1	SPRED1	SPRED2	SPRED3	SPRY1	SPRY2	SPRY4	STAM2	STAM	PIAS1	PIAS2	PIAS3	PIAS4	CBLC	CBL	CBLB	PTPN11	GRB2	SOS1	SOS2	PIK3CA	PIK3CD	PIK3CB	PIK3CG	PIK3R1	PIK3R5	PIK3R2	PIK3R3	AKT1	AKT2	AKT3	PTPN6																																																																																																																																																																																															
