NRG3,PIK3R1
NRG4,PAK6
NRG4,SHC3
NRG4,MAP2K1
NRG4,GAB1
NRG4,EIF4EBP1
PIK3CA,NCK1
PIK3CA,PAK3
PIK3CA,PAK4
PIK3CA,GRB2
PIK3CA,MYC
PIK3CD,CRK
PIK3CD,MAPK3
PIK3CD,RPS6KB1
PIK3CB,CAMK2B
PIK3R1,SOS1
PIK3R1,NRAS
PIK3R1,RAF1
PIK3R1,PIK3R2
PIK3R1,PIK3R3
PIK3R2,PRKCB
PIK3R2,NRG1
PIK3R2,SHC3
PIK3R2,BRAF
PIK3R3,ELK1
PIK3R3,NRG1
PIK3R3,SHC4
PIK3R3,SOS1
PIK3R3,PIK3R2
AKT1,CAMK2B
AKT1,PRKCG
AKT1,ABL1
AKT1,MAP2K1
AKT1,MAPK1
AKT2,MAPK8
AKT2,HRAS
AKT2,MAP2K2
AKT2,GSK3B
AKT3,ABL2
AKT3,NCK1
AKT3,ERBB4
AKT3,SHC3
AKT3,MAPK1
MTOR,TGFA
MTOR,GSK3B
MTOR,CDKN1B
RPS6KB1,MAPK3
RPS6KB2,EGF
RPS6KB2,AREG
RPS6KB2,MAP2K4
RPS6KB2,SHC2
RPS6KB2,MAPK1
EIF4EBP1,PAK6
EIF4EBP1,NRG1
EIF4EBP1,HRAS
EIF4EBP1,AKT2
GSK3B,CBL
GSK3B,BAD
CDKN1B,CBLB
CDKN1B,HRAS
CDKN1A,PAK4
CDKN1A,PAK5
CDKN1A,MAPK10
CDKN1A,JUN
CDKN1A,SOS2

