-377.184857969485,0
-377.200792210425,1
-377.848031523774,2
-376.837939125392,3
-374.628812269571,4
-374.592519444898,5
-375.007839747869,6
-373.94925925172,7
-372.894710718026,8
-371.828292887638,9
-372.120893066776,10
-371.074441439783,11
-370.60026247096,12
-370.160977424285,13
-370.55883269679,14
-366.902690470431,15
-365.789080524913,16
-367.202514753212,17
-367.197153826329,18
-366.303852382345,19
-366.379684417459,20
-365.555763216695,21
-365.555763216695,22
-365.681271939112,23
-365.697206180052,24
-365.69184525317,25
-365.709451090447,26
-365.725385331387,27
-364.594316767502,28
-364.549421447594,29
-364.662750132901,30
-364.638652581322,31
-363.508171810774,32
-363.378908884527,33
-363.323009255006,34
-364.575834728385,35
-364.530939408477,36
-364.574249274065,37
-362.985892807012,38
-361.951343458505,39
-361.935409217565,40
-361.359153096744,41
-360.970591296781,42
-361.458294503126,43
-362.556906791795,44
-362.637296353233,45
-361.538684064565,46
-361.589275188445,47
-361.375863044581,48
-360.648432484413,49
-359.606112205604,50
-359.590177964665,51
-359.566080413085,52
-359.256060838199,53
-357.971322189183,54
-358.016217509091,55
-358.100569879447,56
-358.055177160046,57
-359.137855207774,58
-359.961776408538,59
-359.977710649478,60
-358.677212969376,61
-357.681135370147,62
-357.72919766543,63
-357.624486711341,64
-354.284185294464,65
-354.397513979771,66
-353.443644437711,67
-353.544000202544,68
-348.480300210949,69
-347.393883195374,70
-347.371607451263,71
-347.311609455349,72
-347.740616860576,73
-347.472047829079,74
-346.671774796702,75
-346.416470132735,76
-346.426834162831,77
-346.426834162831,78
-345.891068661203,79
-346.130146453457,80
-346.23710548569,81
-344.023194888529,82
-347.923569041529,83
-346.816793442222,84
-346.753736239688,85
-346.737801998748,86
-346.729705092047,87
-346.713770851107,88
-347.090423993193,89
-345.633987182932,90
-345.578021149473,91
-346.066129782409,92
-346.042032230829,93
-345.556045720298,94
-346.678755560545,95
-347.630958576596,96
-341.418237503388,97
-341.357048337805,98
-341.765259059019,99
-341.296286265211,100
-341.32038381679,101
-341.32038381679,102
-341.360415609309,103
-340.322193696893,104
-340.056765136398,105
-339.03876625024,106
-340.068385667421,107
-340.047090499599,108
-338.852187390344,109
-337.785769559957,110
-336.878168869206,111
-336.914461693879,112
-337.907290886893,113
-334.627388261829,114
-337.474088427876,115
-337.474088427876,116
-337.449990876297,117
-337.434056635357,118
-332.791258811424,119
-332.710645408914,120
-332.39844447226,121
-331.247605117979,122
-331.247605117979,123
-331.858703834668,124
-332.03639789593,125
-332.132797596802,126
-330.476041726992,127
-330.484205037631,128
-329.300665636536,129
-329.278145784456,130
-329.245951326175,131
-329.264555142996,132
-328.190040405908,133
-328.150075017326,134
-328.150075017326,135
-326.015402084589,136
-326.07672904493,137
-326.09266328587,138
-324.432572808895,139
-324.477468128803,140
-324.584427161035,141
-313.26500351427,142
-313.154305514191,143
-313.215135075039,144
