-210.984258774452,0
-209.954283481649,1
-215.80040957657,2
-211.052895770318,3
-209.982412995683,4
-209.954283481649,5
-212.118286709451,6
-214.389102323395,7
-211.169649534989,8
-217.785462656282,9
-209.724887591884,10
-209.732984498585,11
-209.732984498585,12
-208.70253351647,13
-204.271791537125,14
-205.338209367512,15
-205.362240515154,16
-206.380596050258,17
-206.412464532138,18
-206.457749371677,19
-206.529188751299,20
-205.41464222169,21
-204.243653969311,22
-204.215800647716,23
-202.437286405238,24
-202.39239108533,25
-202.39239108533,26
-202.368293533751,27
-202.404586358424,28
-203.503198647092,29
-201.321908310695,30
-202.420520599364,31
-193.897443502861,32
-194.996055791529,33
-194.063520980702,34
-192.964908692034,35
-192.964908692034,36
-193.978044050803,37
-192.700108652473,38
-191.601496363805,39
-192.619495249963,40
-192.619495249963,41
-193.991832977933,42
-195.085089342768,43
-194.268882069451,44
-193.419354995913,45
-191.326778032854,46
-192.056520010977,47
-186.047128733378,48
-186.078997215257,49
-186.078997215257,50
-186.11529003993,51
-186.03467663742,52
-185.562907672015,53
-185.562907672015,54
-185.518012352107,55
-184.375336308466,56
-182.145135594743,57
-182.145135594743,58
-176.699779214114,59
-176.704203556907,60
-176.688269315967,61
-179.218071285663,62
-182.237664606873,63
-177.835010303856,64
-182.253991228151,65
-177.786881604635,66
-180.00820373355,67
-176.63109618064,68
-178.131978919846,69
-179.119893208436,70
-179.230591208514,71
-179.119893208436,72
-179.119893208436,73
-180.182212672431,74
-186.40270467594,75
-179.083600383763,76
-179.083600383763,77
-180.970033608851,78
-179.083600383763,79
-180.31606706722,80
-180.31606706722,81
-180.39668046973,82
-181.281880614535,83
-186.819005812849,84
-180.39668046973,85
-181.245171121989,86
-181.651053143906,87
-180.39668046973,88
-180.405282964965,89
-180.405282964965,90
-180.490210077392,91
-175.279553649403,92
-178.302713624282,93
-175.279553649403,94
-175.279553649403,95
-175.309012127864,96
-173.762525679398,97
-177.947085405264,98
-173.762525679398,99
-173.611939474953,100
-173.611939474953,101
-172.541456700319,102
-173.855477943154,103
-173.924470814641,104
-173.855477943154,105
-173.855477943154,106
-169.322023930413,107
-169.322023930413,108
-166.492057732549,109
-169.881634583189,110
-167.635565341125,111
-176.428206067325,112
-167.567147211709,113
-167.567147211709,114
-169.800664613718,115
-167.567147211709,116
-168.542866227205,117
-172.286624607972,118
-167.567147211709,119
-167.636140083196,120
-167.460188179477,121
-168.303925937223,122
-168.558800468145,123
-174.920447580649,124
-169.657412756813,125
-169.336683063642,126
-167.460188179477,127
-167.460188179477,128
-167.39119530799,129
-167.159852112883,130
-168.132955679133,131
-172.28287009251,132
-168.132955679133,133
-168.94916295245,134
-168.94916295245,135
-174.502689591541,136
-167.866484904722,137
-167.850550663782,138
-167.850550663782,139
-167.850550663782,140
-167.850550663782,141
-167.377858020347,142
-167.155268639177,143
-166.356092075791,144
-168.60554371874,145
-166.623576776869,146
-170.594368305256,147
-166.014761301226,148
-167.113373589894,149
-174.8882223579,150
-167.113373589894,151
-166.906301781792,152
-166.906301781792,153
-168.00491407046,154
-173.888309036068,155
-167.746591370705,156
-168.81707414534,157
-167.746591370705,158
-167.714722888825,159
-167.714722888825,160
-172.093312622056,161
-167.714722888825,162
-164.404972487532,163
-167.365854045772,164
-171.111257778661,165
-162.222594418313,166
-162.222594418313,167
-161.814457342183,168
-162.945264089132,169
-161.814457342183,170
-161.814457342183,171
-164.03699214476,172
-161.814457342183,173
-159.645362278881,174
-161.31837501877,175
-160.747713535395,176
-159.645362278881,177
-159.713780408297,178
-159.806039266429,179
-163.043786162666,180
-159.818234539523,181
